query_id,rank,candidate_id,final_score,S_dim,S_cat,CP,dims_used,config
1dfdb162-fc1b-4f49-ad20-2986c9901d51,2,b39b29dd-a83c-456f-943b-e99397074fe5,1.0,0.0,0.0,1.0,thickness,cp_only
1dfdb162-fc1b-4f49-ad20-2986c9901d51,3,f0c155ab-4e67-48f1-8ff0-b3f3d4b2b479,1.0,0.0,0.0,1.0,thickness,cp_only
e21ba605-eb69-49f9-8f96-0a31030d6ff5,1,4a0c7903-ab86-4732-96bd-5569b8f96729,0.85,1.0,1.0,1.0,thickness,cp_only
e21ba605-eb69-49f9-8f96-0a31030d6ff5,2,00957f2f-a340-4843-9ed8-a70ce4848bae,0.85,0.0,1.0,1.0,,cp_only
e21ba605-eb69-49f9-8f96-0a31030d6ff5,3,0d3f1ae0-f78c-47d3-9df6-b749e36304a2,0.85,0.0,0.5,1.0,thickness,cp_only
4a0c7903-ab86-4732-96bd-5569b8f96729,1,00957f2f-a340-4843-9ed8-a70ce4848bae,1.0,0.0,1.0,1.0,,cp_only
4a0c7903-ab86-4732-96bd-5569b8f96729,2,e21ba605-eb69-49f9-8f96-0a31030d6ff5,0.85,1.0,1.0,1.0,thickness,cp_only
4a0c7903-ab86-4732-96bd-5569b8f96729,3,5192fc2c-2339-4d37-bc2c-26e0635e7af8,0.85,0.0,0.0,1.0,thickness,cp_only
3e727927-a69d-416f-8957-7a62cfa8daae,1,267e5bc4-897a-4fc1-97d2-26a45829ba19,0.85,1.0,1.0,1.0,thickness,cp_only
3e727927-a69d-416f-8957-7a62cfa8daae,2,c39d8943-a251-4a88-8042-d87ffe5c9e2d,0.85,1.0,1.0,1.0,thickness,cp_only
3e727927-a69d-416f-8957-7a62cfa8daae,3,0222eb2e-ceb8-4967-9796-e220209c6b00,0.85,1.0,1.0,1.0,thickness,cp_only
267e5bc4-897a-4fc1-97d2-26a45829ba19,1,c39d8943-a251-4a88-8042-d87ffe5c9e2d,1.0,1.0,1.0,1.0,thickness,cp_only
267e5bc4-897a-4fc1-97d2-26a45829ba19,2,0222eb2e-ceb8-4967-9796-e220209c6b00,1.0,1.0,1.0,1.0,thickness,cp_only
267e5bc4-897a-4fc1-97d2-26a45829ba19,3,106095b4-e2ca-4c88-839c-7045853b7fb0,1.0,1.0,1.0,1.0,thickness,cp_only
f7bbbdaf-da16-4964-92b6-e7fdd11dc74a,1,e14a46c3-b349-4441-b09f-8088e5663262,1.0,1.0,1.0,1.0,thickness,cp_only
f7bbbdaf-da16-4964-92b6-e7fdd11dc74a,2,294f8dc9-c7a3-4507-95d5-1e4d3c983ab3,1.0,1.0,1.0,1.0,thickness,cp_only
f7bbbdaf-da16-4964-92b6-e7fdd11dc74a,3,0a82367f-047b-4516-9f14-d9d1966f7cec,1.0,1.0,0.5,1.0,thickness,cp_only
8eae8f75-558d-4a20-97cd-b4a58b2e152d,1,8d07ce96-32b7-4bbe-9b3d-4d3b03f8de9b,1.0,1.0,0.666667,1.0,thickness,cp_only
8eae8f75-558d-4a20-97cd-b4a58b2e152d,2,ceb7c087-e841-483e-8231-11e436c9e04c,1.0,1.3e-05,1.0,1.0,thickness,cp_only
8eae8f75-558d-4a20-97cd-b4a58b2e152d,3,63078462-b3a8-463c-8c44-301ec9d0d024,1.0,0.0,1.0,1.0,thickness,cp_only
40bfde20-4a3c-4a4f-8e47-173e193f5eab,1,5c819189-c9e0-47e3-a258-49323197d124,1.0,0.75,1.0,1.0,"thickness, width, length, height",cp_only
40bfde20-4a3c-4a4f-8e47-173e193f5eab,2,d22ab656-e742-4e8a-b07f-d207270f2c10,0.425,0.666667,0.0,1.0,"thickness, length, height",cp_only
40bfde20-4a3c-4a4f-8e47-173e193f5eab,3,0bafb856-e66e-4e69-a07e-816ffb177634,0.425,0.5,0.0,1.0,"thickness, width, length, height",cp_only
5c819189-c9e0-47e3-a258-49323197d124,1,40bfde20-4a3c-4a4f-8e47-173e193f5eab,1.0,0.75,1.0,1.0,"thickness, width, length, height",cp_only
5c819189-c9e0-47e3-a258-49323197d124,2,d22ab656-e742-4e8a-b07f-d207270f2c10,0.425,0.666667,0.0,1.0,"thickness, length, height",cp_only
5c819189-c9e0-47e3-a258-49323197d124,3,0bafb856-e66e-4e69-a07e-816ffb177634,0.425,0.5,0.0,1.0,"thickness, width, length, height",cp_only
f321598e-7a5f-442f-8bee-99d9f5e0f954,1,98f12e54-6af0-4e8d-990c-4da4dd74db5a,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
f321598e-7a5f-442f-8bee-99d9f5e0f954,2,01fcb584-7de5-4dfb-93da-4219074e8a88,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
f321598e-7a5f-442f-8bee-99d9f5e0f954,3,7447b6dc-e0c9-4567-b627-e2e4eed64d64,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
98f12e54-6af0-4e8d-990c-4da4dd74db5a,1,f321598e-7a5f-442f-8bee-99d9f5e0f954,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
98f12e54-6af0-4e8d-990c-4da4dd74db5a,2,01fcb584-7de5-4dfb-93da-4219074e8a88,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
98f12e54-6af0-4e8d-990c-4da4dd74db5a,3,7447b6dc-e0c9-4567-b627-e2e4eed64d64,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
01fcb584-7de5-4dfb-93da-4219074e8a88,1,f321598e-7a5f-442f-8bee-99d9f5e0f954,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
01fcb584-7de5-4dfb-93da-4219074e8a88,2,98f12e54-6af0-4e8d-990c-4da4dd74db5a,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
01fcb584-7de5-4dfb-93da-4219074e8a88,3,7447b6dc-e0c9-4567-b627-e2e4eed64d64,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
7447b6dc-e0c9-4567-b627-e2e4eed64d64,1,f321598e-7a5f-442f-8bee-99d9f5e0f954,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
7447b6dc-e0c9-4567-b627-e2e4eed64d64,2,98f12e54-6af0-4e8d-990c-4da4dd74db5a,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
7447b6dc-e0c9-4567-b627-e2e4eed64d64,3,01fcb584-7de5-4dfb-93da-4219074e8a88,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
8fdd1d44-bd45-4f54-9eac-f0b952860804,1,f321598e-7a5f-442f-8bee-99d9f5e0f954,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
8fdd1d44-bd45-4f54-9eac-f0b952860804,2,98f12e54-6af0-4e8d-990c-4da4dd74db5a,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
8fdd1d44-bd45-4f54-9eac-f0b952860804,3,01fcb584-7de5-4dfb-93da-4219074e8a88,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
08ba0f47-0d00-43a0-a06f-6c54301b6ed4,1,e3ab8de6-873c-4345-ab55-04019d50c786,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
08ba0f47-0d00-43a0-a06f-6c54301b6ed4,2,52cf9a32-613e-48fb-bcaa-c1c887d54d13,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
08ba0f47-0d00-43a0-a06f-6c54301b6ed4,3,f894a0a6-d08f-4660-9f86-701661e29503,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e3ab8de6-873c-4345-ab55-04019d50c786,1,08ba0f47-0d00-43a0-a06f-6c54301b6ed4,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e3ab8de6-873c-4345-ab55-04019d50c786,2,52cf9a32-613e-48fb-bcaa-c1c887d54d13,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e3ab8de6-873c-4345-ab55-04019d50c786,3,f894a0a6-d08f-4660-9f86-701661e29503,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
52cf9a32-613e-48fb-bcaa-c1c887d54d13,1,08ba0f47-0d00-43a0-a06f-6c54301b6ed4,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
52cf9a32-613e-48fb-bcaa-c1c887d54d13,2,e3ab8de6-873c-4345-ab55-04019d50c786,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
52cf9a32-613e-48fb-bcaa-c1c887d54d13,3,f894a0a6-d08f-4660-9f86-701661e29503,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
b6a8a28e-b744-4e4f-a040-be65cfec1ef5,1,b7d52fa6-dcfd-4adf-9024-0dc32ce28686,1.0,1.0,0.0,1.0,thickness,cp_only
b6a8a28e-b744-4e4f-a040-be65cfec1ef5,2,3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,1.0,0.0,1.0,1.0,thickness,cp_only
b6a8a28e-b744-4e4f-a040-be65cfec1ef5,3,9d22f999-a354-44d2-95f1-bc94c38ee626,1.0,0.0,1.0,1.0,thickness,cp_only
8d07ce96-32b7-4bbe-9b3d-4d3b03f8de9b,1,8eae8f75-558d-4a20-97cd-b4a58b2e152d,1.0,1.0,0.666667,1.0,thickness,cp_only
8d07ce96-32b7-4bbe-9b3d-4d3b03f8de9b,2,7e288b0c-a07c-49ab-aeb3-eafc485554d2,1.0,0.666667,1.0,1.0,"thickness, width, weight",cp_only
8d07ce96-32b7-4bbe-9b3d-4d3b03f8de9b,3,0b2f966d-8a4e-4745-98a2-dbed042195b0,1.0,0.5,0.666667,1.0,"thickness, width",cp_only
7e288b0c-a07c-49ab-aeb3-eafc485554d2,1,8d07ce96-32b7-4bbe-9b3d-4d3b03f8de9b,1.0,0.666667,1.0,1.0,"thickness, width, weight",cp_only
7e288b0c-a07c-49ab-aeb3-eafc485554d2,2,0b2f966d-8a4e-4745-98a2-dbed042195b0,1.0,0.5,0.666667,1.0,"thickness, width",cp_only
7e288b0c-a07c-49ab-aeb3-eafc485554d2,3,a092041b-9522-4000-a4fb-d706ad2ea626,1.0,0.5,0.666667,1.0,"thickness, width",cp_only
4c7232c9-33b7-4531-b478-5c001092cb50,1,ada2d439-02d7-4b2d-b1fb-3aeae9a73334,1.0,0.0,1.0,1.0,,cp_only
4c7232c9-33b7-4531-b478-5c001092cb50,2,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,1.0,0.0,0.666667,1.0,"thickness, weight",cp_only
4c7232c9-33b7-4531-b478-5c001092cb50,3,9b6f3d40-da34-465e-9211-b0d7b1d19036,1.0,0.0,0.333333,1.0,"thickness, weight",cp_only
6d30555c-7660-45fc-89fb-cfb94b97f189,1,973263ef-721e-44c3-8921-81678e9a927a,1.0,0.666667,1.0,1.0,"thickness, width, weight",cp_only
6d30555c-7660-45fc-89fb-cfb94b97f189,2,3235804b-45e6-4d4c-8b3b-745500b1c771,1.0,0.0,1.0,1.0,"thickness, width, weight",cp_only
6d30555c-7660-45fc-89fb-cfb94b97f189,3,4c4d0aba-97ef-4ff8-9886-ac4685a52321,0.95,0.0,0.0,1.0,"thickness, width, weight",cp_only
1af11d15-fd04-4f06-828a-e6ae465168f7,1,f261d62a-30dd-4705-88bf-44439917b3bc,1.0,0.8,1.0,1.0,"thickness, width, length, height, weight",cp_only
1af11d15-fd04-4f06-828a-e6ae465168f7,2,c9898ef5-e1ea-432e-a0f2-fd141105ab90,1.0,0.666667,0.0,1.0,"thickness, width, weight",cp_only
1af11d15-fd04-4f06-828a-e6ae465168f7,3,451c9406-3053-4605-9f1e-0b6183d93d56,1.0,0.6,0.5,1.0,"thickness, width, length, height, weight",cp_only
386d5c5f-c66c-436a-b015-ec798d1650ac,1,fde5043e-389b-4459-bf47-998f996fe375,0.95,1.0,1.0,1.0,"thickness, weight",cp_only
386d5c5f-c66c-436a-b015-ec798d1650ac,2,75551299-bf73-4b4d-9f30-192dc8d98a46,0.95,0.0,1.0,1.0,"thickness, weight",cp_only
386d5c5f-c66c-436a-b015-ec798d1650ac,3,e74f774b-f259-43ae-814a-f78285e355ae,0.95,0.0,1.0,1.0,"thickness, weight",cp_only
f894a0a6-d08f-4660-9f86-701661e29503,1,08ba0f47-0d00-43a0-a06f-6c54301b6ed4,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
f894a0a6-d08f-4660-9f86-701661e29503,2,e3ab8de6-873c-4345-ab55-04019d50c786,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
f894a0a6-d08f-4660-9f86-701661e29503,3,52cf9a32-613e-48fb-bcaa-c1c887d54d13,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
46860da6-7a9d-4aa6-ba75-ab8554d97b6b,1,08ba0f47-0d00-43a0-a06f-6c54301b6ed4,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
46860da6-7a9d-4aa6-ba75-ab8554d97b6b,2,e3ab8de6-873c-4345-ab55-04019d50c786,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
46860da6-7a9d-4aa6-ba75-ab8554d97b6b,3,52cf9a32-613e-48fb-bcaa-c1c887d54d13,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e49685ce-7c01-48bd-bc65-3be4a385a11d,1,bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e49685ce-7c01-48bd-bc65-3be4a385a11d,2,a0ece0e8-8871-43d5-9b80-440dc6dbb5de,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e49685ce-7c01-48bd-bc65-3be4a385a11d,3,de751829-82ae-4f1c-92fc-a9dd4d616882,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,1,e49685ce-7c01-48bd-bc65-3be4a385a11d,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,2,a0ece0e8-8871-43d5-9b80-440dc6dbb5de,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,3,de751829-82ae-4f1c-92fc-a9dd4d616882,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
a0ece0e8-8871-43d5-9b80-440dc6dbb5de,1,e49685ce-7c01-48bd-bc65-3be4a385a11d,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
a0ece0e8-8871-43d5-9b80-440dc6dbb5de,2,bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
a0ece0e8-8871-43d5-9b80-440dc6dbb5de,3,de751829-82ae-4f1c-92fc-a9dd4d616882,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
de751829-82ae-4f1c-92fc-a9dd4d616882,1,e49685ce-7c01-48bd-bc65-3be4a385a11d,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
de751829-82ae-4f1c-92fc-a9dd4d616882,2,bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
de751829-82ae-4f1c-92fc-a9dd4d616882,3,a0ece0e8-8871-43d5-9b80-440dc6dbb5de,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
560aca16-912a-4b06-a185-74f37e584027,1,e49685ce-7c01-48bd-bc65-3be4a385a11d,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
560aca16-912a-4b06-a185-74f37e584027,2,bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
560aca16-912a-4b06-a185-74f37e584027,3,a0ece0e8-8871-43d5-9b80-440dc6dbb5de,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
7d6466a3-3fb5-496e-a8db-9f2483b6edea,1,e4b7abfe-d035-468a-b317-7709b146205f,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
7d6466a3-3fb5-496e-a8db-9f2483b6edea,2,9825748d-d475-43f3-80e8-5fd3154eee52,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
7d6466a3-3fb5-496e-a8db-9f2483b6edea,3,3bd63733-b79b-4f0b-a233-b6d10c359ec5,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e4b7abfe-d035-468a-b317-7709b146205f,1,7d6466a3-3fb5-496e-a8db-9f2483b6edea,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e4b7abfe-d035-468a-b317-7709b146205f,2,9825748d-d475-43f3-80e8-5fd3154eee52,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
e4b7abfe-d035-468a-b317-7709b146205f,3,3bd63733-b79b-4f0b-a233-b6d10c359ec5,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
9825748d-d475-43f3-80e8-5fd3154eee52,1,7d6466a3-3fb5-496e-a8db-9f2483b6edea,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
9825748d-d475-43f3-80e8-5fd3154eee52,2,e4b7abfe-d035-468a-b317-7709b146205f,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
9825748d-d475-43f3-80e8-5fd3154eee52,3,3bd63733-b79b-4f0b-a233-b6d10c359ec5,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
3bd63733-b79b-4f0b-a233-b6d10c359ec5,1,7d6466a3-3fb5-496e-a8db-9f2483b6edea,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
3bd63733-b79b-4f0b-a233-b6d10c359ec5,2,e4b7abfe-d035-468a-b317-7709b146205f,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
3bd63733-b79b-4f0b-a233-b6d10c359ec5,3,9825748d-d475-43f3-80e8-5fd3154eee52,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
f25cca62-d041-4ad8-81f6-6202a26512cb,1,7d6466a3-3fb5-496e-a8db-9f2483b6edea,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
f25cca62-d041-4ad8-81f6-6202a26512cb,2,e4b7abfe-d035-468a-b317-7709b146205f,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
f25cca62-d041-4ad8-81f6-6202a26512cb,3,9825748d-d475-43f3-80e8-5fd3154eee52,1.0,1.0,0.0,1.0,"thickness, weight",cp_only
4273fd28-5992-43a0-bd98-66cf6b650f54,1,75a6811c-6d0b-4122-85d0-260989db9672,1.0,0.0,1.0,1.0,,cp_only
4273fd28-5992-43a0-bd98-66cf6b650f54,2,ff41f06c-3b42-4ca1-837e-6b6fa5c7e16b,1.0,0.0,1.0,1.0,,cp_only
4273fd28-5992-43a0-bd98-66cf6b650f54,3,cd671549-c18e-44d4-9c3b-1b0c228f87dc,1.0,0.0,0.5,1.0,,cp_only
05c71356-48ba-4b48-a217-678ba62ca4b0,1,6e506d3b-5df6-41ae-aa16-30e8ae177551,1.0,1.0,0.666667,1.0,"thickness, weight",cp_only
05c71356-48ba-4b48-a217-678ba62ca4b0,2,336f5e78-4278-4b78-84f1-b91490349f19,1.0,1.0,0.666667,1.0,"thickness, weight",cp_only
05c71356-48ba-4b48-a217-678ba62ca4b0,3,db6d28b7-de73-4a52-9015-e7c7032c311f,1.0,0.0,0.666667,1.0,weight,cp_only
837f9a69-1103-451f-b24d-e971d7135417,1,6f5e4b13-e1f1-4a4c-b426-a60ead9faf7a,1.0,1.0,0.5,1.0,"thickness, width",cp_only
837f9a69-1103-451f-b24d-e971d7135417,2,a8d35e4d-5504-4410-8134-6f329acdf203,1.0,0.62585,0.5,1.0,width,cp_only
837f9a69-1103-451f-b24d-e971d7135417,3,8640b0bf-8c2c-499e-88c1-c603e367dc2a,1.0,0.368002,0.5,1.0,"thickness, width",cp_only
5a5e08da-bed0-44f8-bf8b-e0a7c3adff45,1,146a67a8-eae0-45ea-b93d-08c5fd9ed2d4,1.0,1.0,0.5,1.0,"thickness, width",cp_only
5a5e08da-bed0-44f8-bf8b-e0a7c3adff45,2,c717fe40-0d63-4a86-ba3d-afe718e44995,1.0,0.734211,0.0,1.0,"thickness, width",cp_only
5a5e08da-bed0-44f8-bf8b-e0a7c3adff45,3,bf42879f-e641-475a-8b19-c5df8f6cee7a,1.0,0.5,1.0,1.0,"thickness, width",cp_only
2c6d632d-9a47-4dae-9bc1-6e41b40eca3f,1,7d4938ac-745b-4ddc-a0bc-e2f8535411b8,1.0,1.0,0.5,1.0,"thickness, width",cp_only
2c6d632d-9a47-4dae-9bc1-6e41b40eca3f,2,ee5c62d7-b0f9-4818-8698-425ffdcdb11a,1.0,0.484211,0.0,1.0,"thickness, width",cp_only
2c6d632d-9a47-4dae-9bc1-6e41b40eca3f,3,1008838b-bf71-442f-a6e8-3de016146f89,1.0,0.484211,0.0,1.0,"thickness, width",cp_only
28b82b56-298a-4050-ad03-47dab37e4d2e,1,25971e2e-305e-4301-a5f9-24b276ab37a1,1.0,1.0,0.5,1.0,"thickness, width",cp_only
28b82b56-298a-4050-ad03-47dab37e4d2e,2,8b87f62b-2ea7-4f41-8997-374112936b0d,1.0,0.484211,0.0,1.0,"thickness, width",cp_only
28b82b56-298a-4050-ad03-47dab37e4d2e,3,b8a4d9e9-89f4-488e-a40e-54809c6077e6,1.0,0.478947,0.5,1.0,"thickness, width",cp_only
341ae37b-3e39-44f4-99f5-566fab316e0c,1,7c8f99f0-5cae-4a08-9649-1b870e55e903,1.0,1.0,0.5,1.0,"thickness, width",cp_only
341ae37b-3e39-44f4-99f5-566fab316e0c,2,0a82367f-047b-4516-9f14-d9d1966f7cec,1.0,0.317241,0.5,1.0,"thickness, width",cp_only
341ae37b-3e39-44f4-99f5-566fab316e0c,3,8c824631-d6b5-4dac-8624-2dea58f3f810,1.0,0.308725,0.5,1.0,"thickness, width",cp_only
bf42879f-e641-475a-8b19-c5df8f6cee7a,1,c64aac64-f8db-475b-8584-da8551b0a712,1.0,1.0,0.5,1.0,"thickness, width",cp_only
bf42879f-e641-475a-8b19-c5df8f6cee7a,2,5a5e08da-bed0-44f8-bf8b-e0a7c3adff45,1.0,0.5,1.0,1.0,"thickness, width",cp_only
bf42879f-e641-475a-8b19-c5df8f6cee7a,3,146a67a8-eae0-45ea-b93d-08c5fd9ed2d4,1.0,0.5,0.5,1.0,"thickness, width",cp_only
2564eefa-070f-4e4a-915e-c553a35fa561,1,8bccceef-4a51-433f-b36d-380cd3c445c9,1.0,1.0,0.0,1.0,inner_diameter,cp_only
2564eefa-070f-4e4a-915e-c553a35fa561,2,bf6a1dea-972e-4f53-8162-9bf22ea28fd0,1.0,0.907534,1.0,1.0,"thickness, width, inner_diameter, weight",cp_only
2564eefa-070f-4e4a-915e-c553a35fa561,3,87ce2659-6947-42ad-b1db-74563d68adb4,1.0,0.666667,0.5,1.0,"width, inner_diameter, weight",cp_only
9f17335e-306b-48c7-8ee5-53a8d967e6f5,1,a8f1cbe4-226c-451e-b23c-15bc7d3c0fbf,1.0,0.5,0.5,1.0,"thickness, width",cp_only
9f17335e-306b-48c7-8ee5-53a8d967e6f5,2,ac98ce23-604a-4928-b606-6d1f440f33af,1.0,1.7e-05,1.0,1.0,thickness,cp_only
9f17335e-306b-48c7-8ee5-53a8d967e6f5,3,71721a5d-14cd-4583-b637-d802c9a85a21,1.0,1e-05,0.5,1.0,"thickness, width",cp_only
69b87316-8ff0-4eab-b9ff-210247784518,1,ac98ce23-604a-4928-b606-6d1f440f33af,1.0,1.0,1.0,1.0,"thickness, weight",cp_only
69b87316-8ff0-4eab-b9ff-210247784518,2,06bf89b8-3e0b-4be9-a611-1e656cae34eb,1.0,0.5,1.0,1.0,"thickness, width",cp_only
69b87316-8ff0-4eab-b9ff-210247784518,3,71721a5d-14cd-4583-b637-d802c9a85a21,1.0,0.277778,1.0,1.0,"thickness, width, weight",cp_only
6a52c8f2-ce2b-4939-b090-8e9a49afe284,1,70770051-5ba0-4cf9-80da-e50674b4a7ea,1.0,1.0,1.0,1.0,"width, inner_diameter, weight",cp_only
6a52c8f2-ce2b-4939-b090-8e9a49afe284,2,c62fe981-4863-46f3-aaab-dd42c7d5f6dd,1.0,1.0,1.0,1.0,"width, weight",cp_only
6a52c8f2-ce2b-4939-b090-8e9a49afe284,3,d6cf062a-c830-436c-b2d2-6ac0f0e37fc0,1.0,1.0,0.5,1.0,"width, inner_diameter, weight",cp_only
4eb62a9e-c3f6-4056-8357-7a05db04937d,1,37385708-da8b-4939-be31-79521cbd3a30,1.0,1.0,0.0,1.0,"thickness, width, length, height, weight",cp_only
4eb62a9e-c3f6-4056-8357-7a05db04937d,2,e81e43f1-b14c-4185-bd38-684f5ab77cf5,1.0,1.0,0.0,1.0,"thickness, width, length, height, weight",cp_only
4eb62a9e-c3f6-4056-8357-7a05db04937d,3,c406aba2-e64f-4a9d-81e6-5c355614f693,1.0,0.5,1.0,1.0,"thickness, weight",cp_only
49fdec6f-4d3b-4bab-b6e5-3dcba739af9c,1,413e239c-337f-4c54-b0b8-c6e61eaec5e9,1.0,0.05,0.0,1.0,thickness,cp_only
49fdec6f-4d3b-4bab-b6e5-3dcba739af9c,2,1d746f17-0484-43df-bde3-783203462c19,1.0,2e-06,0.0,1.0,"thickness, width",cp_only
49fdec6f-4d3b-4bab-b6e5-3dcba739af9c,3,12779ba3-969c-48dc-97d8-33e72279f695,1.0,0.0,0.0,1.0,"thickness, width, weight",cp_only
b895d027-5c42-4455-be0f-a83d981fbb4c,1,9bc1c99a-5363-4d71-9e5d-70e7e69f988c,1.0,1.0,0.5,1.0,"thickness, width",cp_only
b895d027-5c42-4455-be0f-a83d981fbb4c,2,a462a4cb-bbaa-4417-b876-4b8606c6f8db,1.0,0.684211,0.5,1.0,"thickness, width",cp_only
b895d027-5c42-4455-be0f-a83d981fbb4c,3,ca1ccf90-ef97-446d-b9ba-214844ffc371,1.0,0.684211,0.0,1.0,"thickness, width",cp_only
a29b9c1d-663c-46ef-8950-d567c4f9771b,1,fc8cf4d1-ac28-4a43-8661-5a9c39e86369,1.0,1.0,0.5,1.0,"thickness, width",cp_only
a29b9c1d-663c-46ef-8950-d567c4f9771b,2,314be464-4d5d-4414-b61b-866ec86f72ae,1.0,0.484211,0.0,1.0,"thickness, width",cp_only
a29b9c1d-663c-46ef-8950-d567c4f9771b,3,102ae2ae-9307-4f97-b2c6-c18777665cdb,1.0,0.0,0.0,1.0,"thickness, width",cp_only
b19e4dcf-a8b8-4c15-a6b0-a3ad1d6a8a19,1,b6d00da1-7e7e-44ad-b798-3c3bb216ae45,1.0,1.0,0.5,1.0,"thickness, width",cp_only
b19e4dcf-a8b8-4c15-a6b0-a3ad1d6a8a19,2,88787789-76a4-44ab-8e89-743b83d2b563,1.0,0.728947,0.5,1.0,"thickness, width",cp_only
b19e4dcf-a8b8-4c15-a6b0-a3ad1d6a8a19,3,a7674ae7-731c-46ab-94db-a7a972df8849,1.0,0.484211,0.0,1.0,"thickness, width",cp_only
52999e61-3e95-4863-80c7-885d6135ff13,1,acc63b60-a988-4e48-bf68-78b98b7c6125,1.0,1.0,0.5,1.0,"thickness, width",cp_only
52999e61-3e95-4863-80c7-885d6135ff13,2,1e8ac77e-ffc3-40f4-9f3d-f5ca86bc045f,1.0,0.62585,0.5,1.0,width,cp_only
52999e61-3e95-4863-80c7-885d6135ff13,3,7f7b4920-d653-4e3a-8113-70130b079c9b,1.0,0.5,0.5,1.0,"thickness, width",cp_only
204bb059-11ec-450a-91cb-d78a8a5619cc,1,6d0a3267-d32e-40c4-a689-b350ea715f1c,1.0,0.0,0.0,1.0,thickness,cp_only
204bb059-11ec-450a-91cb-d78a8a5619cc,2,cab39ebc-91de-431f-8f55-5fbdba083807,1.0,0.0,0.0,1.0,"thickness, width, weight",cp_only
204bb059-11ec-450a-91cb-d78a8a5619cc,3,af3f137e-61b8-446f-931e-5de3bda5b9df,1.0,0.0,0.0,1.0,"width, weight",cp_only
c6d8975a-3dd1-485c-944a-766e985c72ef,1,c7f25358-6aab-48b5-b733-40b57f60a82c,1.0,0.333333,1.0,1.0,"thickness, width, weight",cp_only
